filename,image_path,shape,dtype,min_val,max_val,mean_val,std_val,has_nan,has_inf,matched,cyclone_id,cyclone_name,year,timestamp_utc,latitude,longitude,intensity_knots,cyclone_category,data_source,quality_flag
hursat_genesis_2000088N08090_MISSING_0.npy,data\processed\satellite\hursat_genesis_2000088N08090_MISSING_0.npy,"(128, 128)",float32,0.12007692456245422,0.8324615359306335,0.4782819449901581,0.14681647717952728,False,False,True,2000088N08090,NIO_2000088N08,2000,2000-03-27 12:00:00 UTC,7.5,90.0,25.0,Depression / Low,HURSAT-B1 v06,VALID
hursat_genesis_2000088N08090_MISSING_1.npy,data\processed\satellite\hursat_genesis_2000088N08090_MISSING_1.npy,"(128, 128)",float32,0.1351539045572281,0.8043076992034912,0.4473685026168823,0.14520719647407532,False,False,False,2000088N08090,MISSING,2000,UNINDEXED,,,,UNINDEXED,HURSAT-B1 v06,VALID_IMAGE_UNLABELED
hursat_genesis_2000088N08090_MISSING_2.npy,data\processed\satellite\hursat_genesis_2000088N08090_MISSING_2.npy,"(128, 128)",float32,0.12007692456245422,0.8466153740882874,0.49007266759872437,0.1565759927034378,False,False,True,2000088N08090,NIO_2000088N08,2000,2000-03-27 15:00:00 UTC,8.0,89.4,25.0,Depression / Low,HURSAT-B1 v06,VALID
hursat_genesis_2000088N08090_MISSING_3.npy,data\processed\satellite\hursat_genesis_2000088N08090_MISSING_3.npy,"(128, 128)",float32,0.1351539045572281,0.8285384178161621,0.46461984515190125,0.16026851534843445,False,False,False,2000088N08090,MISSING,2000,UNINDEXED,,,,UNINDEXED,HURSAT-B1 v06,VALID_IMAGE_UNLABELED
hursat_genesis_2000236N17083_MISSING_0.npy,data\processed\satellite\hursat_genesis_2000236N17083_MISSING_0.npy,"(128, 128)",float32,0.08699998259544373,0.888692319393158,0.6402273178100586,0.20947593450546265,False,False,True,2000236N17084,NIO_2000236N17,2000,2000-08-23 06:00:00 UTC,16.5,83.0,25.0,Depression / Low,HURSAT-B1 v06,VALID
hursat_genesis_2000236N17083_MISSING_1.npy,data\processed\satellite\hursat_genesis_2000236N17083_MISSING_1.npy,"(128, 128)",float32,0.072230763733387,0.8453078269958496,0.605096697807312,0.2104521542787552,False,False,False,2000236N17083,MISSING,2000,UNINDEXED,,,,UNINDEXED,HURSAT-B1 v06,VALID_IMAGE_UNLABELED
hursat_genesis_2000236N17083_MISSING_2.npy,data\processed\satellite\hursat_genesis_2000236N17083_MISSING_2.npy,"(128, 128)",float32,0.07076920568943024,0.8990769386291504,0.625735878944397,0.21224287152290344,False,False,True,2000236N17084,NIO_2000236N17,2000,2000-08-23 09:00:00 UTC,16.4,82.7,25.0,Depression / Low,HURSAT-B1 v06,VALID
hursat_genesis_2000236N17083_MISSING_3.npy,data\processed\satellite\hursat_genesis_2000236N17083_MISSING_3.npy,"(128, 128)",float32,0.07246152311563492,0.8459230661392212,0.5825180411338806,0.21499496698379517,False,False,False,2000236N17083,MISSING,2000,UNINDEXED,,,,UNINDEXED,HURSAT-B1 v06,VALID_IMAGE_UNLABELED
hursat_genesis_2000289N15089_MISSING_0.npy,data\processed\satellite\hursat_genesis_2000289N15089_MISSING_0.npy,"(128, 128)",float32,0.058538466691970825,0.8675384521484375,0.6197784543037415,0.24890486896038055,False,False,True,2000289N15089,NIO_2000289N15,2000,2000-10-14 18:00:00 UTC,14.7,89.0,25.0,Depression / Low,HURSAT-B1 v06,VALID
hursat_genesis_2000289N15089_MISSING_1.npy,data\processed\satellite\hursat_genesis_2000289N15089_MISSING_1.npy,"(128, 128)",float32,0.040615376085042953,0.8566152453422546,0.6158804297447205,0.2480730563402176,False,False,False,2000289N15089,MISSING,2000,UNINDEXED,,,,UNINDEXED,HURSAT-B1 v06,VALID_IMAGE_UNLABELED
hursat_genesis_2000289N15089_MISSING_2.npy,data\processed\satellite\hursat_genesis_2000289N15089_MISSING_2.npy,"(128, 128)",float32,0.03907693549990654,0.8759230375289917,0.6381702423095703,0.23629100620746613,False,False,True,2000289N15089,NIO_2000289N15,2000,2000-10-14 21:00:00 UTC,14.7,88.7,25.0,Depression / Low,HURSAT-B1 v06,VALID
hursat_genesis_2000289N15089_MISSING_3.npy,data\processed\satellite\hursat_genesis_2000289N15089_MISSING_3.npy,"(128, 128)",float32,0.059461504220962524,0.8464615941047668,0.6219611167907715,0.23800545930862427,False,False,False,2000289N15089,MISSING,2000,UNINDEXED,,,,UNINDEXED,HURSAT-B1 v06,VALID_IMAGE_UNLABELED
hursat_genesis_2000300N14093_MISSING_0.npy,data\processed\satellite\hursat_genesis_2000300N14093_MISSING_0.npy,"(128, 128)",float32,0.07353844493627548,0.8597691655158997,0.5243333578109741,0.19660279154777527,False,False,True,2000299N13093,NIO_2000299N13,2000,2000-10-25 12:00:00 UTC,14.0,92.5,25.0,Depression / Low,HURSAT-B1 v06,VALID
hursat_genesis_2000300N14093_MISSING_1.npy,data\processed\satellite\hursat_genesis_2000300N14093_MISSING_1.npy,"(128, 128)",float32,0.07846151292324066,0.8578460812568665,0.5053927898406982,0.20648711919784546,False,False,False,2000300N14093,MISSING,2000,UNINDEXED,,,,UNINDEXED,HURSAT-B1 v06,VALID_IMAGE_UNLABELED
hursat_genesis_2000300N14093_MISSING_2.npy,data\processed\satellite\hursat_genesis_2000300N14093_MISSING_2.npy,"(128, 128)",float32,0.09115388989448547,0.8640000820159912,0.5511314868927002,0.20864813029766083,False,False,True,2000299N13093,NIO_2000299N13,2000,2000-10-25 15:00:00 UTC,14.3,92.2,25.0,Depression / Low,HURSAT-B1 v06,VALID
hursat_genesis_2000300N14093_MISSING_3.npy,data\processed\satellite\hursat_genesis_2000300N14093_MISSING_3.npy,"(128, 128)",float32,0.09792304039001465,0.8560000061988831,0.5442591905593872,0.21328972280025482,False,False,False,2000300N14093,MISSING,2000,UNINDEXED,,,,UNINDEXED,HURSAT-B1 v06,VALID_IMAGE_UNLABELED
hursat_genesis_2000331N09091_MISSING_0.npy,data\processed\satellite\hursat_genesis_2000331N09091_MISSING_0.npy,"(128, 128)",float32,0.018538489937782288,0.8283076286315918,0.32541316747665405,0.17296527326107025,False,False,True,2000331N09092,NIO_2000331N09,2000,2000-11-26 06:00:00 UTC,9.3,90.8,30.0,Depression / Low,HURSAT-B1 v06,VALID
hursat_genesis_2000331N09091_MISSING_1.npy,data\processed\satellite\hursat_genesis_2000331N09091_MISSING_1.npy,"(128, 128)",float32,0.031769268214702606,0.8379999995231628,0.28775709867477417,0.16566888988018036,False,False,False,2000331N09091,MISSING,2000,UNINDEXED,,,,UNINDEXED,HURSAT-B1 v06,VALID_IMAGE_UNLABELED
